w_signal,w_4b_cut,seed,signal_ratio,n_3b,noise_scale
0.92410994,0.8500000000000001,2,0.05,100000,0.001
0.95340705,0.9000000000000001,2,0.05,100000,0.001
0.98161924,0.9500000000000001,2,0.05,100000,0.001
0.06149329,0.05,2,0.05,100000,0.01
0.11843609,0.1,2,0.05,100000,0.01
0.18842047,0.15000000000000002,2,0.05,100000,0.01
0.2453711,0.2,2,0.05,100000,0.01
0.30385685,0.25,2,0.05,100000,0.01
0.36978194,0.3,2,0.05,100000,0.01
0.44281036,0.35000000000000003,2,0.05,100000,0.01
0.5105001,0.4,2,0.05,100000,0.01
0.56133026,0.45,2,0.05,100000,0.01
0.6370578,0.5,2,0.05,100000,0.01
0.7026876,0.55,2,0.05,100000,0.01
0.75089943,0.6000000000000001,2,0.05,100000,0.01
0.79290694,0.6500000000000001,2,0.05,100000,0.01
0.83243436,0.7000000000000001,2,0.05,100000,0.01
0.8750815,0.7500000000000001,2,0.05,100000,0.01
0.9037241,0.8,2,0.05,100000,0.01
0.9379649,0.8500000000000001,2,0.05,100000,0.01
0.9633766,0.9000000000000001,2,0.05,100000,0.01
0.98192257,0.9500000000000001,2,0.05,100000,0.01
0.14702106,0.05,3,0.05,100000,1.0
0.24006855,0.1,3,0.05,100000,1.0
0.30667815,0.15000000000000002,3,0.05,100000,1.0
0.37903202,0.2,3,0.05,100000,1.0
0.44614297,0.25,3,0.05,100000,1.0
0.5105057,0.3,3,0.05,100000,1.0
0.5716879,0.35000000000000003,3,0.05,100000,1.0
0.65087,0.4,3,0.05,100000,1.0
0.71545494,0.45,3,0.05,100000,1.0
0.79083914,0.5,3,0.05,100000,1.0
0.8439661,0.55,3,0.05,100000,1.0
0.8918457,0.6000000000000001,3,0.05,100000,1.0
0.9251867,0.6500000000000001,3,0.05,100000,1.0
0.9547562,0.7000000000000001,3,0.05,100000,1.0
0.9712817,0.7500000000000001,3,0.05,100000,1.0
0.9819617,0.8,3,0.05,100000,1.0
0.99257267,0.8500000000000001,3,0.05,100000,1.0
0.99640685,0.9000000000000001,3,0.05,100000,1.0
0.9992156,0.9500000000000001,3,0.05,100000,1.0
0.0,0.05,3,0.05,100000,0.001
0.006840534,0.1,3,0.05,100000,0.001
0.018483143,0.15000000000000002,3,0.05,100000,0.001
0.044926025,0.2,3,0.05,100000,0.001
0.089408696,0.25,3,0.05,100000,0.001
0.14215824,0.3,3,0.05,100000,0.001
0.211312,0.35000000000000003,3,0.05,100000,0.001
0.30296218,0.4,3,0.05,100000,0.001
0.39487222,0.45,3,0.05,100000,0.001
0.48852268,0.5,3,0.05,100000,0.001
0.5823623,0.55,3,0.05,100000,0.001
0.6639314,0.6000000000000001,3,0.05,100000,0.001
0.75010407,0.6500000000000001,3,0.05,100000,0.001
0.8190212,0.7000000000000001,3,0.05,100000,0.001
0.8844946,0.7500000000000001,3,0.05,100000,0.001
0.93195724,0.8,3,0.05,100000,0.001
0.97385347,0.8500000000000001,3,0.05,100000,0.001
0.9877531,0.9000000000000001,3,0.05,100000,0.001
0.9974928,0.9500000000000001,3,0.05,100000,0.001
0.0,0.05,3,0.05,100000,0.01
0.006840534,0.1,3,0.05,100000,0.01
0.015795328,0.15000000000000002,3,0.05,100000,0.01
0.044172365,0.2,3,0.05,100000,0.01
0.09755495,0.25,3,0.05,100000,0.01
0.16080697,0.3,3,0.05,100000,0.01
0.2403137,0.35000000000000003,3,0.05,100000,0.01
0.33992192,0.4,3,0.05,100000,0.01
0.4494205,0.45,3,0.05,100000,0.01
0.53122157,0.5,3,0.05,100000,0.01
0.63638705,0.55,3,0.05,100000,0.01
0.73731536,0.6000000000000001,3,0.05,100000,0.01
0.80715656,0.6500000000000001,3,0.05,100000,0.01
0.87319684,0.7000000000000001,3,0.05,100000,0.01
0.9193067,0.7500000000000001,3,0.05,100000,0.01
0.9629782,0.8,3,0.05,100000,0.01
0.9839242,0.8500000000000001,3,0.05,100000,0.01
0.9907057,0.9000000000000001,3,0.05,100000,0.01
0.9983667,0.9500000000000001,3,0.05,100000,0.01
0.10716893,0.05,4,0.05,100000,1.0
0.17521031,0.1,4,0.05,100000,1.0
0.25048006,0.15000000000000002,4,0.05,100000,1.0
0.31239334,0.2,4,0.05,100000,1.0
0.3722087,0.25,4,0.05,100000,1.0
0.4491091,0.3,4,0.05,100000,1.0
0.5320407,0.35000000000000003,4,0.05,100000,1.0
0.6040073,0.4,4,0.05,100000,1.0
0.6784761,0.45,4,0.05,100000,1.0
0.7563284,0.5,4,0.05,100000,1.0
0.81772184,0.55,4,0.05,100000,1.0
0.86377895,0.6000000000000001,4,0.05,100000,1.0
0.90856445,0.6500000000000001,4,0.05,100000,1.0
0.9402632,0.7000000000000001,4,0.05,100000,1.0
0.963461,0.7500000000000001,4,0.05,100000,1.0
0.9844181,0.8,4,0.05,100000,1.0
0.99364126,0.8500000000000001,4,0.05,100000,1.0
0.9991628,0.9000000000000001,4,0.05,100000,1.0
0.9999999,0.9500000000000001,4,0.05,100000,1.0
0.00568652,0.05,4,0.05,100000,0.001
0.023030372,0.1,4,0.05,100000,0.001
0.049144253,0.15000000000000002,4,0.05,100000,0.001
0.09269564,0.2,4,0.05,100000,0.001
0.15889375,0.25,4,0.05,100000,0.001
0.23852795,0.3,4,0.05,100000,0.001
0.32735324,0.35000000000000003,4,0.05,100000,0.001
0.43979123,0.4,4,0.05,100000,0.001
0.54587686,0.45,4,0.05,100000,0.001
0.64659053,0.5,4,0.05,100000,0.001
0.72747517,0.55,4,0.05,100000,0.001
0.79666895,0.6000000000000001,4,0.05,100000,0.001
0.8518014,0.6500000000000001,4,0.05,100000,0.001
0.89515287,0.7000000000000001,4,0.05,100000,0.001
0.9324435,0.7500000000000001,4,0.05,100000,0.001
0.95479715,0.8,4,0.05,100000,0.001
0.9741831,0.8500000000000001,4,0.05,100000,0.001
0.9855929,0.9000000000000001,4,0.05,100000,0.001
0.9981828,0.9500000000000001,4,0.05,100000,0.001
0.01837178,0.05,4,0.05,100000,0.01
0.04636416,0.1,4,0.05,100000,0.01
0.08266108,0.15000000000000002,4,0.05,100000,0.01
0.13909264,0.2,4,0.05,100000,0.01
0.20225504,0.25,4,0.05,100000,0.01
0.27916798,0.3,4,0.05,100000,0.01
0.3619145,0.35000000000000003,4,0.05,100000,0.01
0.47214472,0.4,4,0.05,100000,0.01
0.5743425,0.45,4,0.05,100000,0.01
0.667771,0.5,4,0.05,100000,0.01
0.7406232,0.55,4,0.05,100000,0.01
0.80430496,0.6000000000000001,4,0.05,100000,0.01
0.86399925,0.6500000000000001,4,0.05,100000,0.01
0.90534467,0.7000000000000001,4,0.05,100000,0.01
0.94335663,0.7500000000000001,4,0.05,100000,0.01
0.96358556,0.8,4,0.05,100000,0.01
0.9761028,0.8500000000000001,4,0.05,100000,0.01
0.98735374,0.9000000000000001,4,0.05,100000,0.01
0.9981829,0.9500000000000001,4,0.05,100000,0.01
0.5888192,0.05,5,0.05,100000,1.0
0.6761041,0.1,5,0.05,100000,1.0
0.7177503,0.15000000000000002,5,0.05,100000,1.0
0.74596167,0.2,5,0.05,100000,1.0
0.7719353,0.25,5,0.05,100000,1.0
0.79064435,0.3,5,0.05,100000,1.0
0.81661415,0.35000000000000003,5,0.05,100000,1.0
0.83542526,0.4,5,0.05,100000,1.0
0.85110545,0.45,5,0.05,100000,1.0
0.86883074,0.5,5,0.05,100000,1.0
0.882653,0.55,5,0.05,100000,1.0
0.9073556,0.6000000000000001,5,0.05,100000,1.0
0.93284255,0.6500000000000001,5,0.05,100000,1.0
0.95056516,0.7000000000000001,5,0.05,100000,1.0
0.9649003,0.7500000000000001,5,0.05,100000,1.0
0.9793496,0.8,5,0.05,100000,1.0
0.9859813,0.8500000000000001,5,0.05,100000,1.0
0.99646753,0.9000000000000001,5,0.05,100000,1.0
0.9992717,0.9500000000000001,5,0.05,100000,1.0
0.0,0.05,5,0.05,100000,0.001
0.0,0.1,5,0.05,100000,0.001
0.00096817146,0.15000000000000002,5,0.05,100000,0.001
0.0029254912,0.2,5,0.05,100000,0.001
0.01342677,0.25,5,0.05,100000,0.001
0.03248216,0.3,5,0.05,100000,0.001
0.10054218,0.35000000000000003,5,0.05,100000,0.001
0.18970455,0.4,5,0.05,100000,0.001
0.303681,0.45,5,0.05,100000,0.001
0.42433178,0.5,5,0.05,100000,0.001
0.5356521,0.55,5,0.05,100000,0.001
0.65070945,0.6000000000000001,5,0.05,100000,0.001
0.75625753,0.6500000000000001,5,0.05,100000,0.001
0.84979767,0.7000000000000001,5,0.05,100000,0.001
0.91445214,0.7500000000000001,5,0.05,100000,0.001
0.9557166,0.8,5,0.05,100000,0.001
0.9814586,0.8500000000000001,5,0.05,100000,0.001
0.9937409,0.9000000000000001,5,0.05,100000,0.001
0.9984049,0.9500000000000001,5,0.05,100000,0.001
0.0,0.05,5,0.05,100000,0.01
0.011769795,0.1,5,0.05,100000,0.01
0.04260426,0.15000000000000002,5,0.05,100000,0.01
0.1045362,0.2,5,0.05,100000,0.01
0.18450437,0.25,5,0.05,100000,0.01
0.27457452,0.3,5,0.05,100000,0.01
0.35887975,0.35000000000000003,5,0.05,100000,0.01
0.4378187,0.4,5,0.05,100000,0.01
0.5126036,0.45,5,0.05,100000,0.01
0.59744817,0.5,5,0.05,100000,0.01
0.6752462,0.55,5,0.05,100000,0.01
0.74646276,0.6000000000000001,5,0.05,100000,0.01
0.8267849,0.6500000000000001,5,0.05,100000,0.01
0.8856888,0.7000000000000001,5,0.05,100000,0.01
0.928094,0.7500000000000001,5,0.05,100000,0.01
0.96258205,0.8,5,0.05,100000,0.01
0.98216933,0.8500000000000001,5,0.05,100000,0.01
0.99174774,0.9000000000000001,5,0.05,100000,0.01
0.9984053,0.9500000000000001,5,0.05,100000,0.01
0.06285014,0.05,6,0.05,100000,1.0
0.10945891,0.1,6,0.05,100000,1.0
0.16948652,0.15000000000000002,6,0.05,100000,1.0
0.23887649,0.2,6,0.05,100000,1.0
0.31755298,0.25,6,0.05,100000,1.0
0.40006244,0.3,6,0.05,100000,1.0
0.48978627,0.35000000000000003,6,0.05,100000,1.0
0.5931091,0.4,6,0.05,100000,1.0
0.7007695,0.45,6,0.05,100000,1.0
0.7666542,0.5,6,0.05,100000,1.0
0.81555444,0.55,6,0.05,100000,1.0
0.85668427,0.6000000000000001,6,0.05,100000,1.0
0.89440423,0.6500000000000001,6,0.05,100000,1.0
0.9359247,0.7000000000000001,6,0.05,100000,1.0
0.958804,0.7500000000000001,6,0.05,100000,1.0
0.9798134,0.8,6,0.05,100000,1.0
0.991513,0.8500000000000001,6,0.05,100000,1.0
0.99666756,0.9000000000000001,6,0.05,100000,1.0
0.99928,0.9500000000000001,6,0.05,100000,1.0
0.00091787655,0.05,6,0.05,100000,0.001
0.0036180308,0.1,6,0.05,100000,0.001
0.03027843,0.15000000000000002,6,0.05,100000,0.001
0.105505936,0.2,6,0.05,100000,0.001
0.20565811,0.25,6,0.05,100000,0.001
0.3203881,0.3,6,0.05,100000,0.001
0.43842027,0.35000000000000003,6,0.05,100000,0.001
0.5551961,0.4,6,0.05,100000,0.001
0.6452699,0.45,6,0.05,100000,0.001
0.7271131,0.5,6,0.05,100000,0.001
0.78586316,0.55,6,0.05,100000,0.001
0.84294367,0.6000000000000001,6,0.05,100000,0.001
0.88572025,0.6500000000000001,6,0.05,100000,0.001
0.91792524,0.7000000000000001,6,0.05,100000,0.001
0.94733554,0.7500000000000001,6,0.05,100000,0.001
0.9649234,0.8,6,0.05,100000,0.001
0.9841182,0.8500000000000001,6,0.05,100000,0.001
0.9950439,0.9000000000000001,6,0.05,100000,0.001
0.99833536,0.9500000000000001,6,0.05,100000,0.001
0.00091787655,0.05,6,0.05,100000,0.01
0.01501385,0.1,6,0.05,100000,0.01
0.042728055,0.15000000000000002,6,0.05,100000,0.01
0.113882534,0.2,6,0.05,100000,0.01
0.19257127,0.25,6,0.05,100000,0.01
0.29160848,0.3,6,0.05,100000,0.01
0.39357957,0.35000000000000003,6,0.05,100000,0.01
0.5191665,0.4,6,0.05,100000,0.01
0.6295644,0.45,6,0.05,100000,0.01
0.7190056,0.5,6,0.05,100000,0.01
0.7819999,0.55,6,0.05,100000,0.01
0.8373241,0.6000000000000001,6,0.05,100000,0.01
0.88385755,0.6500000000000001,6,0.05,100000,0.01
0.92815566,0.7000000000000001,6,0.05,100000,0.01
0.9594587,0.7500000000000001,6,0.05,100000,0.01
0.9776757,0.8,6,0.05,100000,0.01
0.99122894,0.8500000000000001,6,0.05,100000,0.01
0.99832946,0.9000000000000001,6,0.05,100000,0.01
1.0000007,0.9500000000000001,6,0.05,100000,0.01
0.17582911,0.05,7,0.05,100000,1.0
0.27165505,0.1,7,0.05,100000,1.0
0.33589333,0.15000000000000002,7,0.05,100000,1.0
0.40151012,0.2,7,0.05,100000,1.0
0.44552225,0.25,7,0.05,100000,1.0
0.5138611,0.3,7,0.05,100000,1.0
0.5832639,0.35000000000000003,7,0.05,100000,1.0
0.6421738,0.4,7,0.05,100000,1.0
0.6983322,0.45,7,0.05,100000,1.0
0.7640786,0.5,7,0.05,100000,1.0
0.8087213,0.55,7,0.05,100000,1.0
0.85452425,0.6000000000000001,7,0.05,100000,1.0
0.8994056,0.6500000000000001,7,0.05,100000,1.0
0.9321096,0.7000000000000001,7,0.05,100000,1.0
0.96191764,0.7500000000000001,7,0.05,100000,1.0
0.97141266,0.8,7,0.05,100000,1.0
0.9832915,0.8500000000000001,7,0.05,100000,1.0
0.99637747,0.9000000000000001,7,0.05,100000,1.0
1.0000006,0.9500000000000001,7,0.05,100000,1.0
0.09121588,0.05,7,0.05,100000,0.01
0.18405546,0.1,7,0.05,100000,0.01
0.25542787,0.15000000000000002,7,0.05,100000,0.01
0.33137542,0.2,7,0.05,100000,0.01
0.3828262,0.25,7,0.05,100000,0.01
0.44079912,0.3,7,0.05,100000,0.01
0.48218453,0.35000000000000003,7,0.05,100000,0.01
0.54307616,0.4,7,0.05,100000,0.01
0.60687846,0.45,7,0.05,100000,0.01
0.6603618,0.5,7,0.05,100000,0.01
0.70962024,0.55,7,0.05,100000,0.01
0.7640549,0.6000000000000001,7,0.05,100000,0.01
0.8063534,0.6500000000000001,7,0.05,100000,0.01
0.84852326,0.7000000000000001,7,0.05,100000,0.01
0.89297336,0.7500000000000001,7,0.05,100000,0.01
0.91607237,0.8,7,0.05,100000,0.01
0.9453372,0.8500000000000001,7,0.05,100000,0.01
0.96664405,0.9000000000000001,7,0.05,100000,0.01
0.98822963,0.9500000000000001,7,0.05,100000,0.01
0.08546843,0.05,7,0.05,100000,0.001
0.17503993,0.1,7,0.05,100000,0.001
0.25169975,0.15000000000000002,7,0.05,100000,0.001
0.32009768,0.2,7,0.05,100000,0.001
0.3818062,0.25,7,0.05,100000,0.001
0.43908802,0.3,7,0.05,100000,0.001
0.48655742,0.35000000000000003,7,0.05,100000,0.001
0.53771067,0.4,7,0.05,100000,0.001
0.6086632,0.45,7,0.05,100000,0.001
0.65429264,0.5,7,0.05,100000,0.001
0.7051066,0.55,7,0.05,100000,0.001
0.76052994,0.6000000000000001,7,0.05,100000,0.001
0.8028935,0.6500000000000001,7,0.05,100000,0.001
0.85002106,0.7000000000000001,7,0.05,100000,0.001
0.8937086,0.7500000000000001,7,0.05,100000,0.001
0.92017984,0.8,7,0.05,100000,0.001
0.9425106,0.8500000000000001,7,0.05,100000,0.001
0.966742,0.9000000000000001,7,0.05,100000,0.001
0.98822963,0.9500000000000001,7,0.05,100000,0.001
0.28966367,0.05,8,0.05,100000,1.0
0.400365,0.1,8,0.05,100000,1.0
0.4883669,0.15000000000000002,8,0.05,100000,1.0
0.5429784,0.2,8,0.05,100000,1.0
0.60319865,0.25,8,0.05,100000,1.0
0.6614994,0.3,8,0.05,100000,1.0
0.7180687,0.35000000000000003,8,0.05,100000,1.0
0.7662256,0.4,8,0.05,100000,1.0
0.8140933,0.45,8,0.05,100000,1.0
0.8613999,0.5,8,0.05,100000,1.0
0.90350807,0.55,8,0.05,100000,1.0
0.926982,0.6000000000000001,8,0.05,100000,1.0
0.95317143,0.6500000000000001,8,0.05,100000,1.0
0.968521,0.7000000000000001,8,0.05,100000,1.0
0.98673856,0.7500000000000001,8,0.05,100000,1.0
0.9952516,0.8,8,0.05,100000,1.0
0.99908406,0.8500000000000001,8,0.05,100000,1.0
0.99908406,0.9000000000000001,8,0.05,100000,1.0
0.9999999,0.9500000000000001,8,0.05,100000,1.0
0.0076260017,0.05,8,0.05,100000,0.01
0.02909737,0.1,8,0.05,100000,0.01
0.06790629,0.15000000000000002,8,0.05,100000,0.01
0.12352122,0.2,8,0.05,100000,0.01
0.2007484,0.25,8,0.05,100000,0.01
0.29719993,0.3,8,0.05,100000,0.01
0.3947393,0.35000000000000003,8,0.05,100000,0.01
0.494985,0.4,8,0.05,100000,0.01
0.6039337,0.45,8,0.05,100000,0.01
0.68604815,0.5,8,0.05,100000,0.01
0.7786474,0.55,8,0.05,100000,0.01
0.8679437,0.6000000000000001,8,0.05,100000,0.01
0.9178454,0.6500000000000001,8,0.05,100000,0.01
0.9500559,0.7000000000000001,8,0.05,100000,0.01
0.96393615,0.7500000000000001,8,0.05,100000,0.01
0.980885,0.8,8,0.05,100000,0.01
0.9919848,0.8500000000000001,8,0.05,100000,0.01
0.99796915,0.9000000000000001,8,0.05,100000,0.01
0.99999917,0.9500000000000001,8,0.05,100000,0.01
0.009591717,0.05,8,0.05,100000,0.001
0.025952933,0.1,8,0.05,100000,0.001
0.04755359,0.15000000000000002,8,0.05,100000,0.001
0.07872319,0.2,8,0.05,100000,0.001
0.12912253,0.25,8,0.05,100000,0.001
0.21188894,0.3,8,0.05,100000,0.001
0.28817636,0.35000000000000003,8,0.05,100000,0.001
0.37024504,0.4,8,0.05,100000,0.001
0.47372663,0.45,8,0.05,100000,0.001
0.58229774,0.5,8,0.05,100000,0.001
0.6725014,0.55,8,0.05,100000,0.001
0.7725826,0.6000000000000001,8,0.05,100000,0.001
0.87765425,0.6500000000000001,8,0.05,100000,0.001
0.9313521,0.7000000000000001,8,0.05,100000,0.001
0.96052736,0.7500000000000001,8,0.05,100000,0.001
0.97969294,0.8,8,0.05,100000,0.001
0.9897157,0.8500000000000001,8,0.05,100000,0.001
0.9960583,0.9000000000000001,8,0.05,100000,0.001
0.99999976,0.9500000000000001,8,0.05,100000,0.001
0.022745784,0.05,9,0.05,100000,1.0
0.07123203,0.1,9,0.05,100000,1.0
0.14105232,0.15000000000000002,9,0.05,100000,1.0
0.22075519,0.2,9,0.05,100000,1.0
0.306999,0.25,9,0.05,100000,1.0
0.40644467,0.3,9,0.05,100000,1.0
0.5000019,0.35000000000000003,9,0.05,100000,1.0
0.59922934,0.4,9,0.05,100000,1.0
0.6678362,0.45,9,0.05,100000,1.0
0.74118537,0.5,9,0.05,100000,1.0
0.8036479,0.55,9,0.05,100000,1.0
0.85233754,0.6000000000000001,9,0.05,100000,1.0
0.897987,0.6500000000000001,9,0.05,100000,1.0
0.9403254,0.7000000000000001,9,0.05,100000,1.0
0.9590532,0.7500000000000001,9,0.05,100000,1.0
0.97752696,0.8,9,0.05,100000,1.0
0.98702323,0.8500000000000001,9,0.05,100000,1.0
0.9938044,0.9000000000000001,9,0.05,100000,1.0
0.99829,0.9500000000000001,9,0.05,100000,1.0
0.0059357043,0.05,9,0.05,100000,0.01
0.019373683,0.1,9,0.05,100000,0.01
0.045165095,0.15000000000000002,9,0.05,100000,0.01
0.0782886,0.2,9,0.05,100000,0.01
0.13471644,0.25,9,0.05,100000,0.01
0.18952715,0.3,9,0.05,100000,0.01
0.26609278,0.35000000000000003,9,0.05,100000,0.01
0.3375352,0.4,9,0.05,100000,0.01
0.41414598,0.45,9,0.05,100000,0.01
0.48487893,0.5,9,0.05,100000,0.01
0.54853463,0.55,9,0.05,100000,0.01
0.6313208,0.6000000000000001,9,0.05,100000,0.01
0.7009739,0.6500000000000001,9,0.05,100000,0.01
0.75577885,0.7000000000000001,9,0.05,100000,0.01
0.8196083,0.7500000000000001,9,0.05,100000,0.01
0.8768048,0.8,9,0.05,100000,0.01
0.9228916,0.8500000000000001,9,0.05,100000,0.01
