w_signal,w_4b_cut,seed,signal_ratio,n_3b,noise_scale
0.95536906,0.9000000000000001,9,0.05,100000,0.01
0.9850448,0.9500000000000001,9,0.05,100000,0.01
0.0059357043,0.05,9,0.05,100000,0.001
0.01933618,0.1,9,0.05,100000,0.001
0.046102587,0.15000000000000002,9,0.05,100000,0.001
0.08248998,0.2,9,0.05,100000,0.001
0.14210394,0.25,9,0.05,100000,0.001
0.19283038,0.3,9,0.05,100000,0.001
0.2712611,0.35000000000000003,9,0.05,100000,0.001
0.34577706,0.4,9,0.05,100000,0.001
0.41954994,0.45,9,0.05,100000,0.001
0.49099842,0.5,9,0.05,100000,0.001
0.5557538,0.55,9,0.05,100000,0.001
0.63754445,0.6000000000000001,9,0.05,100000,0.001
0.710279,0.6500000000000001,9,0.05,100000,0.001
0.7632759,0.7000000000000001,9,0.05,100000,0.001
0.8245786,0.7500000000000001,9,0.05,100000,0.001
0.8787858,0.8,9,0.05,100000,0.001
0.92797,0.8500000000000001,9,0.05,100000,0.001
0.955369,0.9000000000000001,9,0.05,100000,0.001
0.9850447,0.9500000000000001,9,0.05,100000,0.001
