w_signal	w_4b_cut	seed	signal_ratio	noise_scale
0.85487735	0.3	13	0.05	0.1
0.8732351	0.35000000000000003	13	0.05	0.1
0.88721997	0.4	13	0.05	0.1
0.89835894	0.45	13	0.05	0.1
0.91092265	0.5	13	0.05	0.1
0.92581016	0.55	13	0.05	0.1
0.93401927	0.6000000000000001	13	0.05	0.1
0.94372344	0.6500000000000001	13	0.05	0.1
0.9559957	0.7000000000000001	13	0.05	0.1
0.9685318	0.7500000000000001	13	0.05	0.1
0.9809066	0.8	13	0.05	0.1
0.991871	0.8500000000000001	13	0.05	0.1
0.9971919	0.9000000000000001	13	0.05	0.1
1.0	0.9500000000000001	13	0.05	0.1
0.5705593	0.05	14	0.05	0.1
0.640863	0.1	14	0.05	0.1
0.6691175	0.15000000000000002	14	0.05	0.1
0.6988683	0.2	14	0.05	0.1
0.7253223	0.25	14	0.05	0.1
0.7415417	0.3	14	0.05	0.1
0.7662031	0.35000000000000003	14	0.05	0.1
0.79964393	0.4	14	0.05	0.1
0.82270527	0.45	14	0.05	0.1
0.85453546	0.5	14	0.05	0.1
0.8789082	0.55	14	0.05	0.1
0.89327466	0.6000000000000001	14	0.05	0.1
0.9177157	0.6500000000000001	14	0.05	0.1
0.9406495	0.7000000000000001	14	0.05	0.1
0.95897186	0.7500000000000001	14	0.05	0.1
0.97164243	0.8	14	0.05	0.1
0.9868669	0.8500000000000001	14	0.05	0.1
0.9948936	0.9000000000000001	14	0.05	0.1
0.99737376	0.9500000000000001	14	0.05	0.1
0.09898822	0.05	15	0.05	0.1
0.21513607	0.1	15	0.05	0.1
0.3033819	0.15000000000000002	15	0.05	0.1
0.3799212	0.2	15	0.05	0.1
0.43596134	0.25	15	0.05	0.1
0.5104034	0.3	15	0.05	0.1
0.55531126	0.35000000000000003	15	0.05	0.1
0.6099832	0.4	15	0.05	0.1
0.6711584	0.45	15	0.05	0.1
0.74513924	0.5	15	0.05	0.1
0.81132925	0.55	15	0.05	0.1
0.849205	0.6000000000000001	15	0.05	0.1
0.89967364	0.6500000000000001	15	0.05	0.1
0.9302361	0.7000000000000001	15	0.05	0.1
0.9559254	0.7500000000000001	15	0.05	0.1
0.9827666	0.8	15	0.05	0.1
0.9905285	0.8500000000000001	15	0.05	0.1
0.9952504	0.9000000000000001	15	0.05	0.1
0.9984573	0.9500000000000001	15	0.05	0.1
0.23429617	0.05	16	0.05	0.1
0.3670616	0.1	16	0.05	0.1
0.44353098	0.15000000000000002	16	0.05	0.1
0.52081966	0.2	16	0.05	0.1
0.56506467	0.25	16	0.05	0.1
0.61073816	0.3	16	0.05	0.1
0.6578527	0.35000000000000003	16	0.05	0.1
0.70178837	0.4	16	0.05	0.1
0.7452668	0.45	16	0.05	0.1
0.79071194	0.5	16	0.05	0.1
0.8292949	0.55	16	0.05	0.1
0.85793346	0.6000000000000001	16	0.05	0.1
0.8862854	0.6500000000000001	16	0.05	0.1
0.91701585	0.7000000000000001	16	0.05	0.1
0.9420273	0.7500000000000001	16	0.05	0.1
0.9624769	0.8	16	0.05	0.1
0.99151707	0.8500000000000001	16	0.05	0.1
0.99720657	0.9000000000000001	16	0.05	0.1
1.0000006	0.9500000000000001	16	0.05	0.1
0.6455214	0.05	17	0.05	0.1
0.8305297	0.1	17	0.05	0.1
0.8589748	0.15000000000000002	17	0.05	0.1
0.8689619	0.2	17	0.05	0.1
0.883295	0.25	17	0.05	0.1
0.89187676	0.3	17	0.05	0.1
0.9031583	0.35000000000000003	17	0.05	0.1
0.9129236	0.4	17	0.05	0.1
0.9226603	0.45	17	0.05	0.1
0.93388796	0.5	17	0.05	0.1
0.9420339	0.55	17	0.05	0.1
0.9503516	0.6000000000000001	17	0.05	0.1
0.9588184	0.6500000000000001	17	0.05	0.1
0.9644508	0.7000000000000001	17	0.05	0.1
0.9743004	0.7500000000000001	17	0.05	0.1
0.97845584	0.8	17	0.05	0.1
0.99079615	0.8500000000000001	17	0.05	0.1
0.9935773	0.9000000000000001	17	0.05	0.1
0.99622995	0.9500000000000001	17	0.05	0.1
0.53368163	0.05	18	0.05	0.1
0.6710957	0.1	18	0.05	0.1
0.7160851	0.15000000000000002	18	0.05	0.1
0.74823636	0.2	18	0.05	0.1
0.7733598	0.25	18	0.05	0.1
0.79950505	0.3	18	0.05	0.1
0.8228396	0.35000000000000003	18	0.05	0.1
0.84206533	0.4	18	0.05	0.1
0.8667296	0.45	18	0.05	0.1
0.88709164	0.5	18	0.05	0.1
0.9117966	0.55	18	0.05	0.1
0.93751866	0.6000000000000001	18	0.05	0.1
0.95230097	0.6500000000000001	18	0.05	0.1
0.96698755	0.7000000000000001	18	0.05	0.1
0.9750926	0.7500000000000001	18	0.05	0.1
0.981666	0.8	18	0.05	0.1
0.98827934	0.8500000000000001	18	0.05	0.1
0.997555	0.9000000000000001	18	0.05	0.1
1.0000001	0.9500000000000001	18	0.05	0.1
0.60446537	0.05	19	0.05	0.1
0.68626535	0.1	19	0.05	0.1
0.72124225	0.15000000000000002	19	0.05	0.1
0.753483	0.2	19	0.05	0.1
0.77048427	0.25	19	0.05	0.1
0.78987706	0.3	19	0.05	0.1
0.8023866	0.35000000000000003	19	0.05	0.1
0.8233625	0.4	19	0.05	0.1
0.8494173	0.45	19	0.05	0.1
0.873871	0.5	19	0.05	0.1
0.89838773	0.55	19	0.05	0.1
0.92016166	0.6000000000000001	19	0.05	0.1
0.93522596	0.6500000000000001	19	0.05	0.1
0.95399547	0.7000000000000001	19	0.05	0.1
0.9753884	0.7500000000000001	19	0.05	0.1
0.9818756	0.8	19	0.05	0.1
0.9882431	0.8500000000000001	19	0.05	0.1
0.9934797	0.9000000000000001	19	0.05	0.1
0.9960771	0.9500000000000001	19	0.05	0.1
0.25752568	0.05	20	0.05	0.1
0.4093407	0.1	20	0.05	0.1
0.5345349	0.15000000000000002	20	0.05	0.1
0.60934097	0.2	20	0.05	0.1
0.66578996	0.25	20	0.05	0.1
0.7052719	0.3	20	0.05	0.1
0.7428032	0.35000000000000003	20	0.05	0.1
0.76511997	0.4	20	0.05	0.1
0.78316796	0.45	20	0.05	0.1
0.8041498	0.5	20	0.05	0.1
0.8296041	0.55	20	0.05	0.1
0.8535318	0.6000000000000001	20	0.05	0.1
0.8816168	0.6500000000000001	20	0.05	0.1
0.9112524	0.7000000000000001	20	0.05	0.1
0.94193995	0.7500000000000001	20	0.05	0.1
0.96341723	0.8	20	0.05	0.1
0.9762077	0.8500000000000001	20	0.05	0.1
0.98892486	0.9000000000000001	20	0.05	0.1
0.9972171	0.9500000000000001	20	0.05	0.1
0.6100154	0.05	21	0.05	0.1
0.72845054	0.1	21	0.05	0.1
0.75400215	0.15000000000000002	21	0.05	0.1
0.776695	0.2	21	0.05	0.1
0.79691803	0.25	21	0.05	0.1
0.8080652	0.3	21	0.05	0.1
0.82968587	0.35000000000000003	21	0.05	0.1
0.8426452	0.4	21	0.05	0.1
0.8595553	0.45	21	0.05	0.1
0.87778246	0.5	21	0.05	0.1
0.89200294	0.55	21	0.05	0.1
0.9017715	0.6000000000000001	21	0.05	0.1
0.91416705	0.6500000000000001	21	0.05	0.1
0.9265	0.7000000000000001	21	0.05	0.1
0.94442177	0.7500000000000001	21	0.05	0.1
0.9621981	0.8	21	0.05	0.1
0.9744415	0.8500000000000001	21	0.05	0.1
0.9892814	0.9000000000000001	21	0.05	0.1
0.99739224	0.9500000000000001	21	0.05	0.1
0.37095788	0.05	22	0.05	0.1
0.4844825	0.1	22	0.05	0.1
0.5712923	0.15000000000000002	22	0.05	0.1
0.6379923	0.2	22	0.05	0.1
0.6815143	0.25	22	0.05	0.1
0.71554697	0.3	22	0.05	0.1
0.7631351	0.35000000000000003	22	0.05	0.1
0.78928584	0.4	22	0.05	0.1
0.82302994	0.45	22	0.05	0.1
0.85763824	0.5	22	0.05	0.1
0.8773114	0.55	22	0.05	0.1
0.90358615	0.6000000000000001	22	0.05	0.1
0.9264877	0.6500000000000001	22	0.05	0.1
0.9430023	0.7000000000000001	22	0.05	0.1
0.95979214	0.7500000000000001	22	0.05	0.1
0.9793308	0.8	22	0.05	0.1
0.9926129	0.8500000000000001	22	0.05	0.1
0.9956337	0.9000000000000001	22	0.05	0.1
1.0000005	0.9500000000000001	22	0.05	0.1
0.5278663	0.05	23	0.05	0.1
0.6845707	0.1	23	0.05	0.1
0.7519428	0.15000000000000002	23	0.05	0.1
0.78318727	0.2	23	0.05	0.1
0.8140282	0.25	23	0.05	0.1
0.84786487	0.3	23	0.05	0.1
0.85811573	0.35000000000000003	23	0.05	0.1
0.87245685	0.4	23	0.05	0.1
0.8842149	0.45	23	0.05	0.1
0.9001923	0.5	23	0.05	0.1
0.9116269	0.55	23	0.05	0.1
0.92429346	0.6000000000000001	23	0.05	0.1
0.94181865	0.6500000000000001	23	0.05	0.1
0.9520194	0.7000000000000001	23	0.05	0.1
0.9663177	0.7500000000000001	23	0.05	0.1
0.9720466	0.8	23	0.05	0.1
0.9833779	0.8500000000000001	23	0.05	0.1
0.99438745	0.9000000000000001	23	0.05	0.1
0.99859333	0.9500000000000001	23	0.05	0.1
0.22274837	0.05	24	0.05	0.1
0.3284844	0.1	24	0.05	0.1
0.40136603	0.15000000000000002	24	0.05	0.1
0.46596733	0.2	24	0.05	0.1
0.53973955	0.25	24	0.05	0.1
0.5881118	0.3	24	0.05	0.1
0.63319397	0.35000000000000003	24	0.05	0.1
0.6964815	0.4	24	0.05	0.1
0.7640727	0.45	24	0.05	0.1
0.8129172	0.5	24	0.05	0.1
0.85206705	0.55	24	0.05	0.1
0.87685835	0.6000000000000001	24	0.05	0.1
0.9134493	0.6500000000000001	24	0.05	0.1
0.9366114	0.7000000000000001	24	0.05	0.1
0.95941645	0.7500000000000001	24	0.05	0.1
0.9820333	0.8	24	0.05	0.1
0.9898909	0.8500000000000001	24	0.05	0.1
0.9950609	0.9000000000000001	24	0.05	0.1
0.9989336	0.9500000000000001	24	0.05	0.1
0.30746493	0.05	25	0.05	0.1
0.39481527	0.1	25	0.05	0.1
0.4709183	0.15000000000000002	25	0.05	0.1
0.5117021	0.2	25	0.05	0.1
0.55584455	0.25	25	0.05	0.1
0.6073327	0.3	25	0.05	0.1
0.64330345	0.35000000000000003	25	0.05	0.1
0.6937739	0.4	25	0.05	0.1
0.7282581	0.45	25	0.05	0.1
0.77015716	0.5	25	0.05	0.1
0.8054097	0.55	25	0.05	0.1
0.8418888	0.6000000000000001	25	0.05	0.1
0.8659456	0.6500000000000001	25	0.05	0.1
0.8936802	0.7000000000000001	25	0.05	0.1
0.91510797	0.7500000000000001	25	0.05	0.1
0.945099	0.8	25	0.05	0.1
0.96423703	0.8500000000000001	25	0.05	0.1
0.9792464	0.9000000000000001	25	0.05	0.1
0.9999998	0.9500000000000001	25	0.05	0.1
0.12255419	0.05	26	0.05	0.1
0.22896564	0.1	26	0.05	0.1
0.30523902	0.15000000000000002	26	0.05	0.1
0.368003	0.2	26	0.05	0.1
0.41642052	0.25	26	0.05	0.1
0.47594684	0.3	26	0.05	0.1
0.5274398	0.35000000000000003	26	0.05	0.1
0.6030736	0.4	26	0.05	0.1
0.6652231	0.45	26	0.05	0.1
0.719085	0.5	26	0.05	0.1
0.7803322	0.55	26	0.05	0.1
0.8164034	0.6000000000000001	26	0.05	0.1
0.8564272	0.6500000000000001	26	0.05	0.1
0.89358795	0.7000000000000001	26	0.05	0.1
0.94554025	0.7500000000000001	26	0.05	0.1
0.9608292	0.8	26	0.05	0.1
0.9838879	0.8500000000000001	26	0.05	0.1
0.9959295	0.9000000000000001	26	0.05	0.1
1.0000005	0.9500000000000001	26	0.05	0.1
0.05233678	0.05	27	0.05	0.1
0.10370161	0.1	27	0.05	0.1
0.15089136	0.15000000000000002	27	0.05	0.1
0.21701834	0.2	27	0.05	0.1
0.2781372	0.25	27	0.05	0.1
0.3415974	0.3	27	0.05	0.1
0.4107324	0.35000000000000003	27	0.05	0.1
0.48616028	0.4	27	0.05	0.1
0.5633852	0.45	27	0.05	0.1
0.64998513	0.5	27	0.05	0.1
0.737591	0.55	27	0.05	0.1
0.80842644	0.6000000000000001	27	0.05	0.1
0.8620073	0.6500000000000001	27	0.05	0.1
0.9050478	0.7000000000000001	27	0.05	0.1
0.949451	0.7500000000000001	27	0.05	0.1
0.9729118	0.8	27	0.05	0.1
0.9844115	0.8500000000000001	27	0.05	0.1
0.9933548	0.9000000000000001	27	0.05	0.1
0.9972509	0.9500000000000001	27	0.05	0.1
0.2190464	0.05	28	0.05	0.1
0.39067	0.1	28	0.05	0.1
0.49626994	0.15000000000000002	28	0.05	0.1
0.56070626	0.2	28	0.05	0.1
0.6127907	0.25	28	0.05	0.1
0.65307236	0.3	28	0.05	0.1
0.68915975	0.35000000000000003	28	0.05	0.1
0.7177818	0.4	28	0.05	0.1
0.75300646	0.45	28	0.05	0.1
0.7900991	0.5	28	0.05	0.1
0.83643645	0.55	28	0.05	0.1
0.874335	0.6000000000000001	28	0.05	0.1
0.90811515	0.6500000000000001	28	0.05	0.1
0.92066896	0.7000000000000001	28	0.05	0.1
0.95240617	0.7500000000000001	28	0.05	0.1
0.9661416	0.8	28	0.05	0.1
0.983766	0.8500000000000001	28	0.05	0.1
0.9958412	0.9000000000000001	28	0.05	0.1
0.99999964	0.9500000000000001	28	0.05	0.1
0.10378869	0.05	29	0.05	0.1
0.2068224	0.1	29	0.05	0.1
0.30544883	0.15000000000000002	29	0.05	0.1
0.39688265	0.2	29	0.05	0.1
0.48712707	0.25	29	0.05	0.1
0.54856306	0.3	29	0.05	0.1
0.6260869	0.35000000000000003	29	0.05	0.1
0.681343	0.4	29	0.05	0.1
0.7455068	0.45	29	0.05	0.1
0.7892382	0.5	29	0.05	0.1
0.8268687	0.55	29	0.05	0.1
0.86749953	0.6000000000000001	29	0.05	0.1
0.89136684	0.6500000000000001	29	0.05	0.1
0.91660005	0.7000000000000001	29	0.05	0.1
0.9461907	0.7500000000000001	29	0.05	0.1
0.9625671	0.8	29	0.05	0.1
0.98011076	0.8500000000000001	29	0.05	0.1
0.9928233	0.9000000000000001	29	0.05	0.1
0.99854743	0.9500000000000001	29	0.05	0.1
0.16088066	0.05	30	0.05	0.1
0.24284098	0.1	30	0.05	0.1
0.3372525	0.15000000000000002	30	0.05	0.1
0.44972056	0.2	30	0.05	0.1
0.53715205	0.25	30	0.05	0.1
0.59233415	0.3	30	0.05	0.1
0.6482187	0.35000000000000003	30	0.05	0.1
0.69246745	0.4	30	0.05	0.1
0.74063987	0.45	30	0.05	0.1
0.7846378	0.5	30	0.05	0.1
0.8413486	0.55	30	0.05	0.1
0.8754377	0.6000000000000001	30	0.05	0.1
0.9138521	0.6500000000000001	30	0.05	0.1
0.9437795	0.7000000000000001	30	0.05	0.1
0.96748745	0.7500000000000001	30	0.05	0.1
0.98435926	0.8	30	0.05	0.1
0.9931949	0.8500000000000001	30	0.05	0.1
0.9959196	0.9000000000000001	30	0.05	0.1
0.9999998	0.9500000000000001	30	0.05	0.1
0.09347505	0.05	31	0.05	0.1
0.15746877	0.1	31	0.05	0.1
0.23032412	0.15000000000000002	31	0.05	0.1
0.30839506	0.2	31	0.05	0.1
0.3751317	0.25	31	0.05	0.1
0.43236712	0.3	31	0.05	0.1
0.5024083	0.35000000000000003	31	0.05	0.1
0.5859157	0.4	31	0.05	0.1
0.6618631	0.45	31	0.05	0.1
0.72051543	0.5	31	0.05	0.1
0.7812599	0.55	31	0.05	0.1
0.8231083	0.6000000000000001	31	0.05	0.1
0.8749585	0.6500000000000001	31	0.05	0.1
0.91456	0.7000000000000001	31	0.05	0.1
0.9484284	0.7500000000000001	31	0.05	0.1
0.96303475	0.8	31	0.05	0.1
0.983971	0.8500000000000001	31	0.05	0.1
0.9959247	0.9000000000000001	31	0.05	0.1
1.0000007	0.9500000000000001	31	0.05	0.1
0.32778245	0.05	32	0.05	0.1
0.48830792	0.1	32	0.05	0.1
0.5822372	0.15000000000000002	32	0.05	0.1
0.6452584	0.2	32	0.05	0.1
0.6844554	0.25	32	0.05	0.1
0.7319365	0.3	32	0.05	0.1
0.77329195	0.35000000000000003	32	0.05	0.1
0.7997956	0.4	32	0.05	0.1
0.8332219	0.45	32	0.05	0.1
0.85789025	0.5	32	0.05	0.1
0.8665541	0.55	32	0.05	0.1
0.8981099	0.6000000000000001	32	0.05	0.1
0.9181488	0.6500000000000001	32	0.05	0.1
0.94100046	0.7000000000000001	32	0.05	0.1
0.9536718	0.7500000000000001	32	0.05	0.1
0.96935743	0.8	32	0.05	0.1
