w_signal,w_4b_cut,seed,signal_ratio,n_3b,noise_scale
1.0,0.9500000000000001,8,0.01,100000,2.0
1.0,1.0,8,0.01,100000,2.0
0.0,0.0,8,0.01,100000,3.0
0.0017361777,0.05,8,0.01,100000,3.0
0.0017361777,0.1,8,0.01,100000,3.0
0.0017361777,0.15000000000000002,8,0.01,100000,3.0
0.029053908,0.2,8,0.01,100000,3.0
0.09858639,0.25,8,0.01,100000,3.0
0.20430714,0.30000000000000004,8,0.01,100000,3.0
0.31008306,0.35000000000000003,8,0.01,100000,3.0
0.430057,0.4,8,0.01,100000,3.0
0.546717,0.45,8,0.01,100000,3.0
0.65864074,0.5,8,0.01,100000,3.0
0.75679713,0.55,8,0.01,100000,3.0
0.8260502,0.6000000000000001,8,0.01,100000,3.0
0.8814651,0.65,8,0.01,100000,3.0
0.924721,0.7000000000000001,8,0.01,100000,3.0
0.9574912,0.75,8,0.01,100000,3.0
0.9712439,0.8,8,0.01,100000,3.0
0.98650396,0.8500000000000001,8,0.01,100000,3.0
