w_signal	w_4b_cut	seed	signal_ratio	n_3b
0.51974696	0.35000000000000003	4	0.05	100000
0.5976492	0.4	4	0.05	100000
0.6503915	0.45	4	0.05	100000
0.72475374	0.5	4	0.05	100000
0.7986755	0.55	4	0.05	100000
0.84601986	0.6000000000000001	4	0.05	100000
0.89911604	0.6500000000000001	4	0.05	100000
0.9265178	0.7000000000000001	4	0.05	100000
0.95545036	0.7500000000000001	4	0.05	100000
0.9796348	0.8	4	0.05	100000
0.98794097	0.8500000000000001	4	0.05	100000
0.9973643	0.9000000000000001	4	0.05	100000
0.99876213	0.9500000000000001	4	0.05	100000
0.007674247	0.05	5	0.01	100000
0.007674247	0.1	5	0.01	100000
0.007674247	0.15000000000000002	5	0.01	100000
0.056684628	0.2	5	0.01	100000
0.073829	0.25	5	0.01	100000
0.14090785	0.3	5	0.01	100000
0.27957502	0.35000000000000003	5	0.01	100000
0.395498	0.4	5	0.01	100000
0.49541286	0.45	5	0.01	100000
0.55189204	0.5	5	0.01	100000
0.66569793	0.55	5	0.01	100000
0.74710023	0.6000000000000001	5	0.01	100000
0.84344274	0.6500000000000001	5	0.01	100000
0.8762868	0.7000000000000001	5	0.01	100000
0.91529506	0.7500000000000001	5	0.01	100000
0.95403016	0.8	5	0.01	100000
0.9695215	0.8500000000000001	5	0.01	100000
1.0	0.9000000000000001	5	0.01	100000
1.0	0.9500000000000001	5	0.01	100000
0.031365935	0.05	5	0.02	100000
0.10693865	0.1	5	0.02	100000
0.15451409	0.15000000000000002	5	0.02	100000
0.21839666	0.2	5	0.02	100000
0.3204647	0.25	5	0.02	100000
0.40974286	0.3	5	0.02	100000
0.4607916	0.35000000000000003	5	0.02	100000
0.5524497	0.4	5	0.02	100000
0.603072	0.45	5	0.02	100000
0.67776364	0.5	5	0.02	100000
0.7532482	0.55	5	0.02	100000
0.8171286	0.6000000000000001	5	0.02	100000
0.88504964	0.6500000000000001	5	0.02	100000
0.9329265	0.7000000000000001	5	0.02	100000
0.95170003	0.7500000000000001	5	0.02	100000
0.9623102	0.8	5	0.02	100000
0.98313683	0.8500000000000001	5	0.02	100000
0.9901672	0.9000000000000001	5	0.02	100000
0.9970048	0.9500000000000001	5	0.02	100000
0.12429793	0.05	5	0.03	100000
0.23581772	0.1	5	0.03	100000
0.31418997	0.15000000000000002	5	0.03	100000
0.3926131	0.2	5	0.03	100000
0.4735472	0.25	5	0.03	100000
0.5456855	0.3	5	0.03	100000
0.6006545	0.35000000000000003	5	0.03	100000
0.6627393	0.4	5	0.03	100000
0.74144465	0.45	5	0.03	100000
0.790534	0.5	5	0.03	100000
0.82532126	0.55	5	0.03	100000
0.8616118	0.6000000000000001	5	0.03	100000
0.9038028	0.6500000000000001	5	0.03	100000
0.94236594	0.7000000000000001	5	0.03	100000
0.9610264	0.7500000000000001	5	0.03	100000
0.98208696	0.8	5	0.03	100000
0.9888573	0.8500000000000001	5	0.03	100000
0.9954821	0.9000000000000001	5	0.03	100000
0.9999999	0.9500000000000001	5	0.03	100000
0.5271108	0.05	5	0.04	100000
0.65619755	0.1	5	0.04	100000
0.73827314	0.15000000000000002	5	0.04	100000
0.77456	0.2	5	0.04	100000
0.8123392	0.25	5	0.04	100000
0.83710825	0.3	5	0.04	100000
0.8576158	0.35000000000000003	5	0.04	100000
0.8727627	0.4	5	0.04	100000
0.89094853	0.45	5	0.04	100000
0.90578103	0.5	5	0.04	100000
0.9207233	0.55	5	0.04	100000
0.9342616	0.6000000000000001	5	0.04	100000
0.9418348	0.6500000000000001	5	0.04	100000
0.9527647	0.7000000000000001	5	0.04	100000
0.9674242	0.7500000000000001	5	0.04	100000
0.98394877	0.8	5	0.04	100000
0.991203	0.8500000000000001	5	0.04	100000
0.99492145	0.9000000000000001	5	0.04	100000
0.9986293	0.9500000000000001	5	0.04	100000
0.60813373	0.05	5	0.05	100000
0.77043396	0.1	5	0.05	100000
0.8123538	0.15000000000000002	5	0.05	100000
0.8454631	0.2	5	0.05	100000
0.8699531	0.25	5	0.05	100000
0.8833082	0.3	5	0.05	100000
0.8996045	0.35000000000000003	5	0.05	100000
0.9102464	0.4	5	0.05	100000
0.9206329	0.45	5	0.05	100000
0.9340492	0.5	5	0.05	100000
0.9447562	0.55	5	0.05	100000
0.94780177	0.6000000000000001	5	0.05	100000
0.95509547	0.6500000000000001	5	0.05	100000
0.95945984	0.7000000000000001	5	0.05	100000
0.9697947	0.7500000000000001	5	0.05	100000
0.981345	0.8	5	0.05	100000
0.9974571	0.8500000000000001	5	0.05	100000
0.9988894	0.9000000000000001	5	0.05	100000
0.9988894	0.9500000000000001	5	0.05	100000
0.0	0.05	6	0.01	100000
0.0	0.1	6	0.01	100000
0.0	0.15000000000000002	6	0.01	100000
0.007499624	0.2	6	0.01	100000
0.07213511	0.25	6	0.01	100000
0.13519478	0.3	6	0.01	100000
0.24091223	0.35000000000000003	6	0.01	100000
0.31204057	0.4	6	0.01	100000
0.39537227	0.45	6	0.01	100000
0.51934314	0.5	6	0.01	100000
0.6144059	0.55	6	0.01	100000
0.7504095	0.6000000000000001	6	0.01	100000
0.82391125	0.6500000000000001	6	0.01	100000
0.8760249	0.7000000000000001	6	0.01	100000
0.9219661	0.7500000000000001	6	0.01	100000
0.9613036	0.8	6	0.01	100000
0.9741166	0.8500000000000001	6	0.01	100000
1.0000002	0.9000000000000001	6	0.01	100000
1.0000002	0.9500000000000001	6	0.01	100000
0.00381232	0.05	6	0.02	100000
0.011468471	0.1	6	0.02	100000
0.037757836	0.15000000000000002	6	0.02	100000
0.089955546	0.2	6	0.02	100000
0.1383249	0.25	6	0.02	100000
0.18608747	0.3	6	0.02	100000
0.2516686	0.35000000000000003	6	0.02	100000
0.3809209	0.4	6	0.02	100000
0.50328624	0.45	6	0.02	100000
0.6175678	0.5	6	0.02	100000
0.7080916	0.55	6	0.02	100000
0.77343905	0.6000000000000001	6	0.02	100000
0.8387763	0.6500000000000001	6	0.02	100000
0.8830632	0.7000000000000001	6	0.02	100000
0.92636436	0.7500000000000001	6	0.02	100000
0.97324103	0.8	6	0.02	100000
0.9965164	0.8500000000000001	6	0.02	100000
0.9965164	0.9000000000000001	6	0.02	100000
0.9999999	0.9500000000000001	6	0.02	100000
0.0022013895	0.05	6	0.03	100000
0.0022013895	0.1	6	0.03	100000
0.0022013895	0.15000000000000002	6	0.03	100000
0.014450027	0.2	6	0.03	100000
0.051890932	0.25	6	0.03	100000
0.12261367	0.3	6	0.03	100000
0.2181986	0.35000000000000003	6	0.03	100000
0.335101	0.4	6	0.03	100000
0.47491845	0.45	6	0.03	100000
0.60671675	0.5	6	0.03	100000
0.7004064	0.55	6	0.03	100000
0.777314	0.6000000000000001	6	0.03	100000
0.8576308	0.6500000000000001	6	0.03	100000
0.9440851	0.7000000000000001	6	0.03	100000
0.96453166	0.7500000000000001	6	0.03	100000
0.98244727	0.8	6	0.03	100000
0.9936721	0.8500000000000001	6	0.03	100000
0.9999991	0.9000000000000001	6	0.03	100000
0.9999991	0.9500000000000001	6	0.03	100000
0.36615917	0.05	6	0.04	100000
0.45808294	0.1	6	0.04	100000
0.5244163	0.15000000000000002	6	0.04	100000
0.5772677	0.2	6	0.04	100000
0.6108358	0.25	6	0.04	100000
0.65012336	0.3	6	0.04	100000
0.68218935	0.35000000000000003	6	0.04	100000
0.7121685	0.4	6	0.04	100000
0.74231094	0.45	6	0.04	100000
0.77348405	0.5	6	0.04	100000
0.8194141	0.55	6	0.04	100000
0.87003654	0.6000000000000001	6	0.04	100000
0.8986805	0.6500000000000001	6	0.04	100000
0.9402499	0.7000000000000001	6	0.04	100000
0.9620723	0.7500000000000001	6	0.04	100000
0.9788295	0.8	6	0.04	100000
0.988718	0.8500000000000001	6	0.04	100000
0.99861544	0.9000000000000001	6	0.04	100000
0.99861544	0.9500000000000001	6	0.04	100000
0.09446922	0.05	6	0.05	100000
0.22652686	0.1	6	0.05	100000
0.32292286	0.15000000000000002	6	0.05	100000
0.39630663	0.2	6	0.05	100000
